TOP LEVEL,LEVEL 1,LEVEL 2,LEVEL 3,LEVEL 4,LEVEL 5,Final Recommendations -- Keep Translations Synced,Out of scope for TYS (Access ),Corp Comm Page (Out of Scope for TYS),Translated,URLs,Comments
,,,Natural Gas Contracts,,,,,X,,https://www.sce.com/wps/portal/home/procurement/standard-contracts/natural-gas-contracts/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2X0pJREExRzQySTBPSkUwQTZTMjc1NkJIOUkx/,
,,Cost Allocation Mechanisms Group,,,,,,X,,https://www.sce.com/wps/portal/home/procurement/cost-allocation-mechanisms-group/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2XzE4R0FISVMwSTA3TDkwSUJQUkU5VDkzRUQz/,
,,,CAM Meeting Archive,,,,,X,,https://www.sce.com/wps/portal/home/procurement/cost-allocation-mechanisms-group/cam-meeting-archive/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2XzE4R0FISVMwSTA3TDkwSUJQUkU5VDkzRTM3/,
,,Procurement Review Group Info,,,,,,X,,https://www.sce.com/wps/portal/home/procurement/review-group-info/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2XzE4R0FISVMwSTA3TDkwSUJQUkU5VDkzRVIw/,
,,,PRG Meeting Archive,,,,,X,,https://www.sce.com/wps/portal/home/procurement/review-group-info/prg-meeting-archive/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2X0pJREExRzQySU9CMUUwQVNJOERFSEUwNkU1/,
,,Renewable & Alternative Power Contract Opportunities,,,,,,X,,https://www.sce.com/wps/portal/home/procurement/renewable-alternative-power-contract-opportunities/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2XzE4R0FISVMwSTA3TDkwSUJQUkU5VDkzNjc2/,
,,,QF Fixed-Price RFO,,,,,,,https://www.sce.com/wps/portal/home/procurement/renewable-alternative-power-contract-opportunities/qf-fixed-price-rfo/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2XzE4R0FISVMwSTA3TDkwSUJQUkU5VDkzRTkx/,
,,ES&M Energy Auction,,,,,,,,https://www.sce.com/wps/portal/home/procurement/esm-energy-auction/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2XzE4R0FISVMwSTBLMkUwSVJBNk84MkkyMEY3/,
,,,Walnut Creek Energy Auction,,,,,X,,https://www.sce.com/wps/portal/home/procurement/esm-energy-auction/walnut-creek-energy-auction/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2XzE4R0FISVMwSTBLMkUwSVJBNk84MkkyR0cw/,
,,,Blythe Energy Auction,,,,,X,,https://www.sce.com/wps/portal/home/procurement/esm-energy-auction/blythe-energy-auction/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2X0pJREExRzQySU82RkYwSU5GM0ZLNEQxT0U0/,
,My SCE,,,,,,X,,,,
,,link user ID to account,,,,,X,,,https://www.sce.com/wps/portal/home/mysce/link-user-ID-to-account/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2X0pJREExRzQySUdOVTIwQTJIRUZCVEkyNUUx/,
,,Search Results,,,,,X,,,https://www.sce.com/wps/portal/home/mysce/search/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2XzlHMEVISk8wSU9UTTkwSUpFNko0OUIyMEQ1/,
,,,Search,,,,X,,,https://www.sce.com/wps/portal/home/mysce/search/Search/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2X0pJREExRzQySTBMRzYwQUI3NDg2UjUxMFE0/,
,,Login,,,,,X,,,https://www.sce.com/wps/portal/home/mysce/login/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2XzlHMEVISk8wSU9UTTkwSUpFNko0OUIyMEUz/,
,,Activate & Login,,,,,X,,,https://www.sce.com/wps/portal/home/mysce/activatelogin/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2XzlHMEVISk8wSU81SjUwSUpQMEU2SEEwMDA2/,
,,Migrated User Login,,,,,X,,,https://www.sce.com/wps/portal/home/mysce/miglogin/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2XzlHMEVISk8wSU81SjUwSUpQMEU2SEEwMEc1/,
,,User Registration,,,,,X,,,https://www.sce.com/wps/portal/home/mysce/userreg/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2XzlHMEVISk8wSU9UTTkwSUpFNko0OUIyMEgw/,
,,Reset Password,,,,,X,,,https://www.sce.com/wps/portal/home/mysce/resetpassword/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2XzlHMEVISk8wSU9UTTkwSUpFNko0OUIyMDk0/,
,,Reset Password & Login,,,,,X,,,https://www.sce.com/wps/portal/home/mysce/resetpasswordlogin/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2XzE4R0FISVMwSUdUOUQwSUJBOFZTMTUxR1M2/,
,,Logout,,,,,X,,,https://www.sce.com/wps/portal/home/mysce/logout/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2XzlHMEVISk8wSU9UTTkwSUpFNko0OUIyMFU3/,
,,Change Password,,,,,X,,,https://www.sce.com/wps/portal/home/mysce/changepassword/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2X09IMUNIOFMwSU9NRjcwSUJQRkhDSUQxMEc3/,
,,Sitemap,,,,,X,,,https://www.sce.com/wps/portal/home/mysce/sitemap/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2XzE4R0FISVMwSTBLVjAwSUJENkxJTlQwT1Q1/,
,,HAN,,,,,X,,,,
,,Profile Management,,,,,X,,,No Hyper Link,
,,,Identity,,,,X,,,https://www.sce.com/wps/portal/home/mysce/profilemgmt/identity/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2X01JOUNINDAySTg1MzcwQUdBUkZWSUYzMDAx/,
,,,Contact Information,,,,X,,,https://www.sce.com/wps/portal/home/mysce/profilemgmt/contactinfo/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2X01JOUNINDAySTg1MzcwQUdBUkZWSUYzMDgy/,
,,,Security Questions,,,,X,,,https://www.sce.com/wps/portal/home/mysce/profilemgmt/securityqa/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2X01JOUNINDAySTg1MzcwQUdBUkZWSUYzMDQw/,
,,Third Party Registration,,,,,X,,,https://www.sce.com/wps/portal/home/mysce/thirdpartyreg/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2X09QNTRIT1MwSUdVQTcwQTJHR1RKVUYzMEEz/,
,,ONI,,,,,X,,,No Hyper Link,
,,,Log in to the Alert Preference Center,,,,X,,,https://www.sce.com/wps/portal/home/mysce/oni/onilanding/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2X01JOUNINDAySU9VMzYwQTFNRjVGNDEzMEE0/,
,,,Unsubscribe,,,,X,,,https://www.sce.com/wps/portal/home/mysce/oni/oniunsubscribe/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2X01JOUNINDAySU9VMzYwQTFNRjVGNDEzMFEw/,
,,,Enrollment,,,,X,,,https://www.sce.com/wps/portal/home/mysce/login/!ut/p/b1/04_Sj9CPykssy0xPLMnMz0vMAfGjzOIt3Q1cPbz8DTz9Q3wtDTy9XM28TCydjAxcjYEKIvEo8DUmTr8BDuBoQEh_uH4UXiUgF6AqcA8JNDbwNA408At2dDQ2MDCDKsDjhoLc0AiDTE9FAFPve8I!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/?targetURL=/wps/myportal/home/mysce/oni/alertpreferencescenter,
,,,Home,,,,X,,,https://www.sce.com/wps/portal/home/mysce/login/!ut/p/b1/04_Sj9CPykssy0xPLMnMz0vMAfGjzOIt3Q1cPbz8DTz9Q3wtDTy9XM28TCydjAxcjYEKIvEo8DUmTr8BDuBoQEh_uH4UXiUgF6AqcA8JNDbwNA408At2dDQ2MDCDKsDjhoLc0AiDTE9FAFPve8I!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/?targetURL=/wps/myportal/home/mysce/oni/managepreferences?method=createContact,
,,,Unsubscribe,,,,X,,,https://www.sce.com/wps/portal/home/mysce/oni/oniunenroll/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2X01JOUNINDAySU9VMzYwQTFNRjVGNDEzME01/,
,,Activation,,,,,,,,https://www.sce.com/wps/portal/home/mysce/activation/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2XzNHNUNIQTAyTDhKOUYwQUI4Nkc5NUEzMDA3/,
,,ABS,,,,,X,,,No Hyper link,
,,,Data Sharing,,,,X,,,https://www.sce.com/wps/portal/home/mysce/abs/dataSharing/!ut/p/b1/jZBRT8IwFIV_iw88Nr1du9k-lkBGp7AgQ1lflqZOrboyQqPy790IMTFRxn26Nzkn554Pa7zB2psP92yC23rz3t86qQhP5UytQMHNPYAaT5JbtSggL-JOUHYC-GckHP0iheksy0GlxZKCoktYrKSkAAl-wBpr60MbXnC5t3Vltz7UPlS1H8FpH8Hehboxba9trXvEZWyuBQHOkOCEI2YigjgBhmJmIxabiHN4Ov12Jvyibj_-vJgLUNk0yZgYRzCnQ_5jtwE6v_n8ETEEMLughXvd7bTsOPc8vwLeDIJum3XD6cGhtzt--JRX36be-ZU!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2XzFRMUMxSlMwSU83SkUwQVRKRU04UU4xMFUw/,
